index,class
2998,1
2999,1
3000,1
3001,2
3002,1
3003,3
3004,6
3005,4
3006,0
3007,8
3008,1
3009,8
3010,3
3011,3
3012,1
3013,9
3014,6
3015,7
3016,0
3017,6
3018,6
3019,4
3020,2
3021,1
3022,0
3023,6
3024,8
3025,7
3026,9
3027,3
3028,8
3029,2
3030,3
3031,7
3032,7
3033,7
3034,0
3035,1
3036,3
3037,6
3038,7
3039,0
3040,8
3041,0
3042,3
3043,4
3044,8
3045,7
3046,0
3047,7
3048,2
3049,0
3050,2
3051,0
3052,3
3053,8
3054,2
3055,8
3056,6
3057,8
3058,0
3059,6
3060,8
3061,8
3062,6
3063,0
3064,6
3065,1
3066,4
3067,3
3068,1
3069,3
3070,8
3071,8
3072,4
3073,5
3074,3
3075,3
3076,0
3077,5
3078,6
3079,7
3080,8
3081,6
3082,6
3083,6
3084,0
3085,1
3086,1
3087,7
3088,3
3089,5
3090,7
3091,3
3092,2
3093,1
3094,3
3095,6
3096,4
3097,6
3098,5
3099,9
3100,3
3101,2
3102,4
3103,4
3104,6
3105,6
3106,3
3107,6
3108,3
3109,2
3110,3
3111,5
3112,3
3113,4
3114,2
3115,7
3116,0
3117,4
3118,7
3119,0
3120,8
3121,4
3122,6
3123,4
3124,2
3125,0
3126,4
3127,5
3128,7
3129,5
3130,9
3131,4
3132,9
3133,7
3134,9
3135,1
3136,7
3137,8
3138,3
3139,7
3140,4
3141,7
3142,5
3143,5
3144,1
3145,2
3146,5
3147,4
3148,6
3149,6
3150,1
3151,5
3152,1
3153,0
3154,6
3155,5
3156,2
3157,4
3158,6
3159,9
3160,5
3161,1
3162,1
3163,2
3164,6
3165,3
3166,7
3167,6
3168,0
3169,4
3170,1
3171,1
3172,8
3173,9
3174,7
3175,3
3176,1
3177,8
3178,9
3179,7
3180,5
3181,3
3182,5
3183,5
3184,6
3185,4
3186,2
3187,6
3188,3
3189,0
3190,9
3191,0
3192,6
3193,4
3194,1
3195,1
3196,1
3197,5
3198,4
3199,6
3200,2
3201,4
3202,7
3203,8
3204,7
3205,1
3206,9
3207,5
3208,7
3209,2
3210,3
3211,9
3212,2
3213,4
3214,4
3215,2
3216,6
3217,9
3218,8
3219,6
3220,9
3221,7
3222,7
3223,3
3224,6
3225,4
3226,5
3227,4
3228,2
3229,5
3230,3
3231,9
3232,6
3233,5
3234,4
3235,2
3236,1
3237,1
3238,2
3239,7
3240,2
3241,3
3242,8
3243,5
3244,4
3245,6
3246,0
3247,5
3248,3
3249,6
3250,6
3251,8
3252,5
3253,7
3254,6
3255,3
3256,7
3257,1
3258,6
3259,1
3260,8
3261,7
3262,7
3263,2
3264,0
3265,4
3266,6
3267,9
3268,8
3269,8
3270,3
3271,9
3272,4
3273,0
3274,3
3275,8
3276,5
3277,6
3278,4
3279,5
3280,1
3281,7
3282,9
3283,4
3284,5
3285,7
3286,4
3287,6
3288,4
3289,6
3290,2
3291,4
3292,3
3293,9
3294,1
3295,7
3296,3
3297,4
3298,7
3299,5
3300,6
3301,9
3302,9
3303,9
3304,3
3305,0
3306,8
3307,7
3308,3
3309,7
3310,5
3311,8
3312,4
3313,0
3314,0
3315,5
3316,8
3317,3
3318,9
3319,6
3320,9
3321,6
3322,5
3323,7
3324,4
3325,7
3326,9
3327,3
3328,0
3329,3
3330,7
3331,1
3332,0
3333,6
3334,8
3335,2
3336,5
3337,9
3338,1
3339,2
3340,5
3341,5
3342,1
3343,4
3344,4
3345,5
3346,7
3347,8
3348,6
3349,1
3350,8
3351,7
3352,2
3353,4
3354,7
3355,9
3356,2
3357,9
3358,7
3359,6
3360,5
3361,8
3362,8
3363,3
3364,9
3365,4
3366,3
3367,4
3368,3
3369,4
3370,5
3371,4
3372,6
3373,0
3374,9
3375,9
3376,5
3377,7
3378,8
3379,5
3380,6
3381,1
3382,2
3383,2
3384,1
3385,5
3386,2
3387,5
3388,6
3389,7
3390,7
3391,3
3392,6
3393,6
3394,0
3395,7
3396,6
3397,8
3398,7
3399,7
3400,7
3401,2
3402,2
3403,2
3404,4
3405,2
3406,6
3407,2
3408,6
3409,4
3410,5
3411,1
3412,7
3413,1
3414,7
3415,0
3416,4
3417,5
3418,3
3419,4
3420,3
3421,8
3422,6
3423,3
3424,4
3425,3
3426,9
3427,7
3428,7
3429,6
3430,1
3431,7
3432,3
3433,8
3434,1
3435,1
3436,4
3437,6
3438,8
3439,2
3440,1
3441,2
3442,3
3443,3
3444,8
3445,8
3446,7
3447,2
3448,7
3449,4
3450,6
3451,5
3452,1
3453,2
3454,4
3455,5
3456,9
3457,1
3458,0
3459,9
3460,7
3461,8
3462,4
3463,3
3464,3
3465,5
3466,4
3467,8
3468,6
3469,7
3470,5
3471,6
3472,7
3473,7
3474,0
3475,6
3476,8
3477,9
3478,1
3479,3
3480,5
3481,8
3482,5
3483,2
3484,9
3485,3
3486,9
3487,3
3488,7
3489,8
3490,8
3491,0
3492,6
3493,4
3494,5
3495,7
3496,7
3497,6
3498,5
3499,2
3500,6
3501,6
3502,8
3503,2
3504,4
3505,9
3506,4
3507,1
3508,2
3509,2
3510,5
3511,9
3512,3
3513,6
3514,8
3515,0
3516,4
3517,0
3518,0
3519,7
3520,8
3521,6
3522,6
3523,8
3524,3
3525,6
3526,3
3527,2
3528,4
3529,5
3530,8
3531,3
3532,7
3533,5
3534,2
3535,9
3536,9
3537,8
3538,7
3539,9
3540,3
3541,6
3542,9
3543,3
3544,2
3545,6
3546,4
3547,4
3548,1
3549,4
3550,8
3551,8
3552,9
3553,6
3554,5
3555,9
3556,9
3557,9
3558,6
3559,7
3560,2
3561,9
3562,6
3563,3
3564,9
3565,9
3566,6
3567,0
3568,6
3569,5
3570,5
3571,1
3572,5
3573,1
3574,8
3575,7
3576,3
3577,6
3578,8
3579,6
3580,2
3581,2
3582,1
3583,4
3584,7
3585,7
3586,0
3587,3
3588,3
3589,3
3590,1
3591,6
3592,7
3593,1
3594,4
3595,9
3596,6
3597,3
3598,4
3599,1
3600,4
3601,9
3602,3
3603,4
3604,6
3605,6
3606,1
3607,9
3608,6
3609,9
3610,7
3611,2
3612,6
3613,7
3614,7
3615,7
3616,4
3617,3
3618,9
3619,2
3620,2
3621,5
3622,5
3623,2
3624,1
3625,7
3626,3
3627,0
3628,2
3629,2
3630,6
3631,4
3632,3
3633,1
3634,8
3635,1
3636,8
3637,6
3638,2
3639,8
3640,1
3641,6
3642,8
3643,5
3644,6
3645,6
3646,1
3647,9
3648,6
3649,2
3650,8
3651,3
3652,7
3653,9
3654,5
3655,6
3656,6
3657,3
3658,6
3659,3
3660,3
3661,3
3662,7
3663,2
3664,1
3665,3
3666,7
3667,0
3668,0
3669,0
3670,0
3671,9
3672,3
3673,5
3674,9
3675,6
3676,8
3677,2
3678,5
3679,6
3680,5
3681,1
3682,9
3683,2
3684,3
3685,9
3686,1
3687,1
3688,6
3689,6
3690,3
3691,0
3692,9
3693,6
3694,4
3695,9
3696,7
3697,8
3698,2
3699,7
3700,4
3701,1
3702,8
3703,6
3704,1
3705,0
3706,2
3707,7
3708,2
3709,0
3710,4
3711,7
3712,5
3713,6
3714,0
3715,9
3716,3
3717,2
3718,9
3719,6
3720,8
3721,4
3722,4
3723,9
3724,2
3725,2
3726,7
3727,2
3728,1
3729,0
3730,2
3731,6
3732,3
3733,7
3734,5
3735,9
3736,8
3737,3
3738,1
3739,5
3740,9
3741,9
3742,2
3743,0
3744,0
3745,4
3746,3
3747,1
3748,2
3749,5
3750,1
3751,3
3752,0
3753,6
3754,6
3755,6
3756,8
3757,0
3758,3
3759,1
3760,9
3761,1
3762,7
3763,1
3764,1
3765,2
3766,5
3767,7
3768,1
3769,8
3770,8
3771,1
3772,2
3773,9
3774,4
3775,4
3776,2
3777,0
3778,4
3779,7
3780,2
3781,2
3782,2
3783,9
3784,9
3785,5
3786,1
3787,4
3788,3
3789,1
3790,9
3791,2
3792,9
3793,9
3794,7
3795,7
3796,1
3797,7
3798,8
3799,8
3800,1
3801,5
3802,3
3803,6
3804,9
3805,4
3806,9
3807,6
3808,5
3809,1
3810,0
3811,6
3812,9
3813,0
3814,7
3815,3
3816,9
3817,6
3818,7
3819,5
3820,7
3821,8
3822,3
3823,2
3824,3
3825,4
3826,3
3827,1
3828,0
3829,6
3830,3
3831,9
3832,3
3833,5
3834,3
3835,1
3836,5
3837,1
3838,5
3839,6
3840,6
3841,3
3842,7
3843,5
3844,7
3845,6
3846,5
3847,5
3848,9
3849,5
3850,4
3851,6
3852,0
3853,4
3854,4
3855,6
3856,2
3857,4
3858,9
3859,1
3860,7
3861,8
3862,4
3863,1
3864,0
3865,6
3866,3
3867,1
3868,8
3869,0
3870,7
3871,7
3872,6
3873,1
3874,0
3875,8
3876,2
3877,3
3878,5
3879,6
3880,5
3881,6
3882,5
3883,9
3884,0
3885,9
3886,9
3887,6
3888,6
3889,6
3890,2
3891,9
3892,5
3893,3
3894,8
3895,9
3896,8
3897,3
3898,4
3899,4
3900,3
3901,0
3902,8
3903,7
3904,8
3905,7
3906,7
3907,6
3908,8
3909,0
3910,3
3911,2
3912,1
3913,0
3914,5
3915,5
3916,3
3917,7
3918,1
3919,2
3920,6
3921,6
3922,1
3923,1
3924,9
3925,0
3926,6
3927,7
3928,6
3929,1
3930,4
3931,3
3932,3
3933,5
3934,3
3935,6
3936,1
3937,6
3938,9
3939,1
3940,5
3941,8
3942,9
3943,9
3944,5
3945,6
3946,3
3947,5
3948,0
3949,2
3950,3
3951,4
3952,4
3953,2
3954,0
3955,1
3956,3
3957,8
3958,2
3959,6
3960,6
3961,3
3962,4
3963,2
3964,9
3965,4
3966,0
3967,4
3968,2
3969,8
3970,9
3971,9
3972,3
3973,1
3974,2
3975,9
3976,7
3977,2
3978,3
3979,2
3980,0
3981,1
3982,2
3983,6
3984,8
3985,8
3986,1
3987,6
3988,4
3989,6
3990,5
3991,6
3992,5
3993,9
3994,7
3995,1
3996,0
3997,2
3998,1
3999,8
4000,5
4001,1
4002,9
4003,8
4004,2
4005,1
4006,0
4007,7
4008,6
4009,3
4010,2
4011,7
4012,3
4013,2
4014,2
4015,6
4016,7
4017,9
4018,4
4019,8
4020,8
4021,3
4022,2
4023,1
4024,5
4025,6
4026,1
4027,0
4028,8
4029,3
4030,1
4031,8
4032,7
4033,5
4034,7
4035,4
4036,0
4037,9
4038,5
4039,1
4040,9
4041,0
4042,7
4043,8
4044,2
4045,6
4046,1
4047,1
4048,2
4049,5
4050,1
4051,6
4052,7
4053,6
4054,4
4055,9
4056,9
4057,2
4058,4
4059,1
4060,9
4061,3
4062,6
4063,1
4064,0
4065,7
4066,7
4067,5
4068,4
4069,3
4070,3
4071,9
4072,0
4073,7
4074,9
4075,6
4076,9
4077,5
4078,3
4079,9
4080,8
4081,4
4082,8
4083,6
4084,0
4085,1
4086,2
4087,9
4088,6
4089,2
4090,7
4091,5
4092,5
4093,9
4094,7
4095,1
4096,2
4097,7
4098,3
4099,7
4100,3
4101,7
4102,3
4103,4
4104,8
4105,7
4106,6
4107,2
4108,1
4109,9
4110,0
4111,8
4112,4
4113,9
4114,2
4115,9
4116,6
4117,6
4118,6
4119,8
4120,7
4121,0
4122,6
4123,3
4124,3
4125,5
4126,9
4127,4
4128,8
4129,3
4130,7
4131,6
4132,6
4133,9
4134,5
4135,1
4136,7
4137,8
4138,8
4139,4
4140,6
4141,4
4142,7
4143,8
4144,5
4145,4
4146,1
4147,4
4148,4
4149,8
4150,3
4151,3
4152,2
4153,5
4154,4
4155,6
4156,7
4157,0
4158,4
4159,6
4160,7
4161,0
4162,9
4163,8
4164,3
4165,4
4166,4
4167,4
4168,1
4169,2
4170,7
4171,9
4172,6
4173,3
4174,5
4175,8
4176,6
4177,5
4178,6
4179,5
4180,3
4181,3
4182,9
4183,5
4184,1
4185,4
4186,4
4187,7
4188,1
4189,4
4190,2
4191,3
4192,5
4193,1
4194,8
4195,7
4196,8
4197,9
4198,2
4199,2
4200,5
4201,5
4202,8
4203,8
4204,7
4205,5
4206,8
4207,0
4208,9
4209,6
4210,2
4211,5
4212,2
4213,9
4214,8
4215,5
4216,9
4217,3
4218,9
4219,8
4220,9
4221,6
4222,2
4223,6
4224,2
4225,6
4226,8
4227,8
4228,2
4229,8
4230,9
4231,8
4232,6
4233,7
4234,8
4235,4
4236,1
4237,1
4238,8
4239,8
4240,4
4241,7
4242,5
4243,9
4244,8
4245,8
4246,9
4247,9
4248,2
4249,0
4250,6
4251,0
4252,9
4253,2
4254,4
4255,6
4256,9
4257,6
4258,3
4259,3
4260,2
4261,5
4262,1
4263,3
4264,4
4265,5
4266,0
4267,4
4268,4
4269,5
4270,4
4271,3
4272,3
4273,3
4274,7
4275,7
4276,2
4277,7
4278,7
4279,5
4280,6
4281,3
4282,0
4283,5
4284,3
4285,8
4286,5
4287,3
4288,3
4289,6
4290,2
4291,0
4292,6
4293,5
4294,7
4295,1
4296,8
4297,7
4298,0
4299,0
4300,9
4301,0
4302,8
4303,7
4304,4
4305,0
4306,6
4307,3
4308,5
4309,1
4310,1
4311,8
4312,8
4313,6
4314,5
4315,4
4316,6
4317,9
4318,8
4319,6
4320,9
4321,3
4322,7
4323,9
4324,5
4325,8
4326,2
4327,2
4328,9
4329,3
4330,9
4331,2
4332,6
4333,1
4334,5
4335,6
4336,9
4337,7
4338,2
4339,5
4340,6
4341,1
4342,6
4343,0
4344,6
4345,3
4346,4
4347,6
4348,8
4349,7
4350,8
4351,6
4352,5
4353,0
4354,5
4355,7
4356,0
4357,3
4358,8
4359,7
4360,9
4361,0
4362,3
4363,7
4364,0
4365,6
4366,7
4367,5
4368,9
4369,8
4370,9
4371,0
4372,3
4373,3
4374,9
4375,9
4376,4
4377,7
4378,5
4379,0
4380,6
4381,8
4382,0
4383,9
4384,4
4385,3
4386,6
4387,6
4388,9
4389,3
4390,6
4391,6
4392,4
4393,4
4394,7
4395,0
4396,1
4397,6
4398,6
4399,6
4400,8
4401,5
4402,5
4403,4
4404,3
4405,6
4406,4
4407,9
4408,5
4409,3
4410,2
4411,8
4412,9
4413,2
4414,1
4415,3
4416,1
4417,8
4418,1
4419,3
4420,3
4421,7
4422,8
4423,0
4424,2
4425,0
4426,3
4427,9
4428,9
4429,2
4430,8
4431,8
4432,8
4433,8
4434,5
4435,8
4436,3
4437,6
4438,5
4439,5
4440,3
4441,9
4442,0
4443,6
4444,6
4445,8
4446,7
4447,6
4448,2
4449,3
4450,8
4451,4
4452,4
4453,9
4454,8
4455,7
4456,1
4457,2
4458,7
4459,1
4460,3
4461,9
4462,3
4463,6
4464,1
4465,7
4466,7
4467,6
4468,7
4469,5
4470,1
4471,2
4472,2
4473,5
4474,6
4475,1
4476,1
4477,0
4478,0
4479,4
4480,3
4481,3
4482,1
4483,0
4484,3
4485,6
4486,4
4487,7
4488,0
4489,3
4490,4
4491,7
4492,6
4493,3
4494,0
4495,5
4496,4
4497,6
4498,6
4499,8
4500,5
4501,6
4502,1
4503,7
4504,6
4505,1
4506,4
4507,4
4508,6
4509,5
4510,4
4511,1
4512,3
4513,1
4514,8
4515,2
4516,1
4517,6
4518,9
4519,1
4520,4
4521,7
4522,0
4523,2
4524,1
4525,1
4526,4
4527,3
4528,2
4529,6
4530,5
4531,3
4532,1
4533,2
4534,1
4535,5
4536,8
4537,7
4538,5
4539,2
4540,7
4541,7
4542,6
4543,9
4544,5
4545,6
4546,9
4547,2
4548,1
4549,2
4550,1
4551,8
4552,8
4553,7
4554,8
4555,8
4556,0
4557,1
4558,6
4559,8
4560,2
4561,9
4562,9
4563,0
4564,3
4565,9
4566,3
4567,3
4568,2
4569,1
4570,2
4571,4
4572,1
4573,7
4574,3
4575,8
4576,8
4577,3
4578,1
4579,1
4580,1
4581,9
4582,0
4583,0
4584,2
4585,5
4586,9
4587,6
4588,4
4589,6
4590,6
4591,7
4592,5
4593,9
4594,1
4595,2
4596,1
4597,6
4598,4
4599,5
4600,8
4601,6
4602,7
4603,9
4604,1
4605,2
4606,2
4607,3
4608,1
4609,0
4610,1
4611,7
4612,6
4613,5
4614,5
4615,7
4616,5
4617,5
4618,1
4619,0
4620,8
4621,7
4622,7
4623,4
4624,9
4625,0
4626,0
4627,6
4628,4
4629,0
4630,9
4631,6
4632,5
4633,9
4634,7
4635,7
4636,0
4637,8
4638,8
4639,5
4640,1
4641,5
4642,0
4643,6
4644,4
4645,5
4646,6
4647,4
4648,8
4649,0
4650,0
4651,6
4652,4
4653,3
4654,2
4655,6
4656,5
4657,4
4658,0
4659,8
4660,5
4661,6
4662,7
4663,6
4664,9
4665,6
4666,3
4667,7
4668,3
4669,2
4670,7
4671,7
4672,8
4673,1
4674,9
4675,0
4676,4
4677,3
4678,6
4679,5
4680,9
4681,5
4682,1
4683,4
4684,5
4685,2
4686,7
4687,6
4688,3
4689,0
4690,4
4691,6
4692,9
4693,0
4694,5
4695,8
4696,9
4697,8
4698,2
4699,8
4700,7
4701,5
4702,8
4703,1
4704,5
4705,9
4706,2
4707,3
4708,4
4709,6
4710,5
4711,3
4712,4
4713,0
4714,9
4715,3
4716,0
4717,3
4718,7
4719,4
4720,4
4721,8
4722,4
4723,3
4724,7
4725,7
4726,9
4727,6
4728,4
4729,4
4730,3
4731,4
4732,5
4733,8
4734,7
4735,8
4736,8
4737,9
4738,4
4739,9
4740,5
4741,5
4742,1
4743,2
4744,9
4745,2
4746,4
4747,4
4748,9
4749,8
4750,9
4751,1
4752,7
4753,8
4754,2
4755,5
4756,6
4757,0
4758,3
4759,9
4760,2
4761,0
4762,3
4763,1
4764,6
4765,2
4766,2
4767,4
4768,1
4769,4
4770,3
4771,2
4772,4
4773,2
4774,9
4775,7
4776,3
4777,6
4778,3
4779,1
4780,1
4781,6
4782,6
4783,7
4784,2
4785,1
4786,8
4787,0
4788,3
4789,9
4790,1
4791,7
4792,4
4793,2
4794,1
4795,1
4796,2
4797,4
4798,0
4799,6
4800,5
4801,7
4802,0
4803,0
4804,9
4805,9
4806,4
4807,3
4808,0
4809,9
4810,7
4811,8
4812,3
4813,1
4814,4
4815,9
4816,5
4817,6
4818,4
4819,7
4820,7
4821,3
4822,6
4823,6
4824,9
4825,7
4826,8
4827,5
4828,1
4829,8
4830,9
4831,2
4832,8
4833,6
4834,1
4835,0
4836,1
4837,4
4838,5
4839,6
4840,5
4841,5
4842,2
4843,6
4844,5
4845,1
4846,2
4847,2
4848,0
4849,4
4850,7
4851,8
4852,4
4853,9
4854,4
4855,2
4856,4
4857,6
4858,3
4859,6
4860,8
4861,8
4862,9
4863,8
4864,0
4865,2
4866,9
4867,2
4868,4
4869,8
4870,5
4871,0
4872,9
4873,6
4874,3
4875,6
4876,0
4877,3
4878,1
4879,2
4880,3
4881,5
4882,6
4883,6
4884,5
4885,9
4886,1
4887,7
4888,8
4889,8
4890,3
4891,0
4892,4
4893,9
4894,4
4895,6
4896,6
4897,6
4898,2
4899,6
4900,3
4901,9
4902,2
4903,9
4904,6
4905,5
4906,1
4907,4
4908,4
4909,4
4910,6
4911,2
4912,6
4913,5
4914,0
4915,5
4916,8
4917,2
4918,7
4919,6
4920,3
4921,7
4922,6
4923,8
4924,7
4925,9
4926,6
4927,8
4928,9
4929,2
4930,9
4931,0
4932,0
4933,7
4934,9
4935,0
4936,9
4937,9
4938,2
4939,9
4940,4
4941,0
4942,2
4943,9
4944,7
4945,4
4946,6
4947,5
4948,6
4949,1
4950,2
4951,0
4952,0
4953,4
4954,3
4955,9
4956,7
4957,1
4958,9
4959,8
4960,0
4961,8
4962,4
4963,1
4964,4
4965,6
4966,8
4967,8
4968,7
4969,6
4970,8
4971,1
4972,4
4973,2
4974,3
4975,7
4976,7
4977,5
4978,5
4979,2
4980,4
4981,3
4982,7
4983,4
4984,8
4985,1
4986,0
4987,8
4988,5
4989,1
4990,3
4991,8
4992,5
4993,7
4994,4
4995,1
4996,6
4997,1
4998,3
4999,4
5000,6
5001,9
5002,2
5003,3
5004,3
5005,9
5006,5
5007,2
5008,3
5009,0
5010,6
5011,6
5012,1
5013,6
5014,4
5015,9
5016,3
5017,6
5018,1
5019,7
5020,6
5021,0
5022,4
5023,1
5024,0
5025,8
5026,0
5027,3
5028,3
5029,0
5030,7
5031,7
5032,5
5033,8
5034,8
5035,0
5036,8
5037,6
5038,5
5039,1
5040,4
5041,7
5042,1
5043,8
5044,9
5045,5
5046,7
5047,3
5048,3
5049,2
5050,0
5051,4
5052,9
5053,1
5054,4
5055,7
5056,8
5057,3
5058,8
5059,4
5060,1
5061,2
5062,9
5063,0
5064,7
5065,6
5066,4
5067,6
5068,5
5069,4
5070,9
5071,9
5072,3
5073,6
5074,0
5075,8
5076,5
5077,6
5078,6
5079,7
5080,2
5081,5
5082,9
5083,1
5084,6
5085,2
5086,0
5087,8
5088,4
5089,8
5090,9
5091,2
5092,3
5093,2
5094,1
5095,5
5096,7
5097,9
5098,9
5099,7
5100,6
5101,2
5102,2
5103,4
5104,0
5105,4
5106,1
5107,2
5108,7
5109,7
5110,8
5111,1
5112,1
5113,3
5114,8
5115,1
5116,6
5117,6
5118,3
5119,9
5120,8
5121,5
5122,2
5123,5
5124,6
5125,4
5126,2
5127,6
5128,1
5129,2
5130,6
5131,0
5132,0
5133,1
5134,6
5135,5
5136,2
5137,7
5138,6
5139,1
5140,9
5141,8
5142,2
5143,8
5144,4
5145,3
5146,4
5147,5
5148,4
5149,5
5150,9
5151,4
5152,8
5153,3
5154,3
5155,4
5156,1
5157,6
5158,3
5159,1
5160,4
5161,5
5162,3
5163,2
5164,4
5165,9
5166,9
5167,1
5168,9
5169,2
5170,0
5171,6
5172,8
5173,9
5174,9
5175,6
5176,4
5177,6
5178,0
5179,1
5180,3
5181,3
5182,5
5183,4
5184,4
5185,9
5186,1
5187,2
5188,6
5189,5
5190,2
5191,5
5192,8
5193,5
5194,7
5195,9
5196,6
5197,7
5198,9
5199,6
5200,3
5201,3
5202,9
5203,7
5204,6
5205,8
5206,5
5207,2
5208,4
5209,0
5210,2
5211,5
5212,3
5213,4
5214,9
5215,3
5216,3
5217,9
5218,1
5219,8
5220,3
5221,1
5222,0
5223,7
5224,9
5225,2
5226,6
5227,8
5228,5
5229,3
5230,9
5231,8
5232,3
5233,5
5234,1
5235,0
5236,2
5237,7
5238,5
5239,7
5240,4
5241,5
5242,8
5243,3
5244,7
5245,1
5246,5
5247,3
5248,4
5249,2
5250,0
5251,8
5252,2
5253,0
5254,7
5255,9
5256,2
5257,1
5258,8
5259,9
5260,8
5261,4
5262,1
5263,9
5264,1
5265,2
5266,9
5267,3
5268,6
5269,9
5270,7
5271,3
5272,4
5273,8
5274,0
5275,5
5276,3
5277,5
5278,0
5279,4
5280,3
5281,2
5282,3
5283,4
5284,2
5285,7
5286,8
5287,1
5288,5
5289,4
5290,7
5291,2
5292,9
5293,4
5294,9
5295,6
5296,5
5297,1
5298,7
5299,2
5300,4
5301,7
5302,7
5303,7
5304,5
5305,9
5306,1
5307,1
5308,1
5309,7
5310,2
5311,6
5312,5
5313,7
5314,5
5315,5
5316,4
5317,9
5318,3
5319,1
5320,4
5321,1
5322,1
5323,0
5324,4
5325,7
5326,7
5327,6
5328,0
5329,2
5330,3
5331,1
5332,3
5333,3
5334,9
5335,5
5336,4
5337,1
5338,1
5339,0
5340,4
5341,7
5342,5
5343,5
5344,5
5345,4
5346,6
5347,0
5348,8
5349,8
5350,5
5351,6
5352,1
5353,3
5354,3
5355,1
5356,8
5357,3
5358,6
5359,5
5360,2
5361,6
5362,5
5363,8
5364,6
5365,2
5366,1
5367,1
5368,0
5369,9
5370,8
5371,0
5372,6
5373,2
5374,7
5375,1
5376,2
5377,3
5378,9
5379,3
5380,6
5381,1
5382,8
5383,0
5384,4
5385,0
5386,8
5387,3
5388,6
5389,2
5390,5
5391,6
5392,1
5393,9
5394,2
5395,6
5396,6
5397,7
5398,1
5399,9
5400,3
5401,0
5402,6
5403,7
5404,0
5405,0
5406,1
5407,1
5408,0
5409,2
5410,5
5411,1
5412,3
5413,2
5414,9
5415,3
5416,8
5417,7
5418,2
5419,9
5420,1
5421,8
5422,9
5423,7
5424,4
5425,3
5426,4
5427,4
5428,7
5429,6
5430,7
5431,3
5432,7
5433,5
5434,9
5435,2
5436,1
5437,7
5438,3
5439,8
5440,8
5441,9
5442,8
5443,1
5444,2
5445,8
5446,4
5447,3
5448,7
5449,5
5450,8
5451,8
5452,8
5453,4
5454,6
5455,2
5456,3
5457,2
5458,5
5459,3
5460,9
5461,2
5462,2
5463,2
5464,9
5465,5
5466,0
5467,6
5468,2
5469,7
5470,2
5471,9
5472,4
5473,1
5474,5
5475,1
5476,5
5477,3
5478,3
5479,8
5480,6
5481,1
5482,8
5483,9
5484,0
5485,8
5486,1
5487,0
5488,5
5489,5
5490,8
5491,1
5492,4
5493,6
5494,1
5495,7
5496,3
5497,3
5498,9
5499,1
5500,3
5501,0
5502,6
5503,2
5504,1
5505,5
5506,7
5507,7
5508,0
5509,3
5510,3
5511,1
5512,3
5513,4
5514,1
5515,6
5516,9
5517,2
5518,6
5519,9
5520,1
5521,6
5522,8
5523,0
5524,0
5525,7
5526,2
5527,1
5528,4
5529,6
5530,4
5531,3
5532,8
5533,1
5534,8
5535,6
5536,8
5537,4
5538,7
5539,7
5540,2
5541,9
5542,7
5543,3
5544,3
5545,8
5546,4
5547,5
5548,4
5549,3
5550,2
5551,7
5552,0
5553,1
5554,1
5555,1
5556,8
5557,3
5558,5
5559,8
5560,4
5561,7
5562,8
5563,4
5564,3
5565,9
5566,7
5567,2
5568,4
5569,0
5570,5
5571,9
5572,1
5573,9
5574,4
5575,6
5576,1
5577,9
5578,4
5579,0
5580,5
5581,2
5582,7
5583,8
5584,4
5585,8
5586,6
5587,3
5588,1
5589,4
5590,0
5591,6
5592,6
5593,6
5594,7
5595,4
5596,3
5597,4
5598,0
5599,8
5600,3
5601,9
5602,6
5603,6
5604,3
5605,6
5606,0
5607,8
5608,6
5609,7
5610,0
5611,4
5612,9
5613,4
5614,0
5615,4
5616,6
5617,6
5618,8
5619,8
5620,5
5621,2
5622,7
5623,4
5624,4
5625,9
5626,1
5627,0
5628,2
5629,8
5630,6
5631,0
5632,2
5633,5
5634,0
5635,5
5636,6
5637,9
5638,3
5639,0
5640,7
5641,2
5642,3
5643,4
5644,5
5645,2
5646,3
5647,4
5648,0
5649,9
5650,2
5651,9
5652,3
5653,7
5654,0
5655,2
5656,3
5657,6
5658,0
5659,2
5660,5
5661,9
5662,5
5663,9
5664,5
5665,8
5666,6
5667,8
5668,2
5669,3
5670,2
5671,8
5672,4
5673,6
5674,4
5675,6
5676,0
5677,2
5678,7
5679,8
5680,1
5681,9
5682,2
5683,4
5684,8
5685,9
5686,1
5687,0
5688,3
5689,1
5690,6
5691,6
5692,6
5693,5
5694,4
5695,1
5696,9
5697,7
5698,3
5699,3
5700,0
5701,2
5702,1
5703,6
5704,7
5705,8
5706,8
5707,5
5708,5
5709,6
5710,1
5711,6
5712,5
5713,3
5714,7
5715,8
5716,6
5717,1
5718,0
5719,3
5720,6
5721,9
5722,5
5723,6
5724,6
5725,6
5726,7
5727,3
5728,5
5729,1
5730,2
5731,3
5732,3
5733,7
5734,2
5735,0
5736,7
5737,2
5738,2
5739,0
5740,0
5741,3
5742,1
5743,6
5744,4
5745,2
5746,5
5747,2
5748,8
5749,4
5750,4
5751,3
5752,1
5753,7
5754,5
5755,7
5756,7
5757,2
5758,8
5759,2
5760,5
5761,1
5762,6
5763,0
5764,3
5765,4
5766,0
5767,2
5768,1
5769,4
5770,7
5771,9
5772,3
5773,3
5774,1
5775,1
5776,0
5777,8
5778,0
5779,0
5780,8
5781,2
5782,1
5783,0
5784,8
5785,2
5786,9
5787,2
5788,4
5789,8
5790,0
5791,6
5792,0
5793,1
5794,0
5795,2
5796,4
